Column1,Column2
2371.8967,193
2374.7688,202
2377.6414,211
2380.5132,195
2383.3821,212
2386.2517,208
2389.1204,198
2391.9863,211
2394.853,223
2397.7185,216
2400.5815,228
2403.4451,239
2406.3062,215
2409.1677,250
2412.0266,236
2414.8862,240
2417.7434,250
2420.6008,278
2423.4558,279
2426.3115,307
2429.1646,312
2432.0183,337
2434.8691,372
2437.7209,344
2440.5698,353
2443.4197,340
2446.2666,338
2449.1125,350
2451.9592,358
2454.8035,298
2457.6482,336
2460.4902,342
2463.3313,330
2466.1731,309
2469.0122,291
2471.8503,294
2474.6875,313
2477.5251,304
2480.3604,322
2483.1946,281
2486.0278,299
2488.8616,268
2491.6929,275
2494.5232,269
2497.3525,265
2500.1824,242
2503.0098,256
2505.8359,274
2508.6614,260
2511.4858,247
2514.3091,266
2517.1316,264
2519.9546,269
2522.7751,265
2525.5945,250
2528.4131,276
2531.2305,255
2534.0471,257
2536.8625,279
2539.6772,231
2542.491,258
2545.3035,257
2548.1152,268
2550.9258,253
2553.7356,256
2556.5444,272
2559.3521,271
2562.1589,272
2564.9648,291
2567.7698,308
2570.5737,254
2573.375,300
2576.177,280
2578.978,299
2581.7778,293
2584.5769,276
2587.375,290
2590.1724,304
2592.9668,323
2595.762,313
2598.5562,354
2601.3496,319
2604.1404,368
2606.9316,373
2609.7219,332
2612.5115,379
2615.2983,404
2618.0857,415
2620.8723,453
2623.658,427
2626.4409,453
2629.2246,471
2632.0059,508
2634.7876,500
2637.5684,574
2640.3464,580
2643.1255,631
2645.9033,678
2648.6787,710
2651.4548,738
2654.2283,795
2657.0024,911
2659.7739,910
2662.5461,1030
2665.3157,1097
2668.0862,1191
2670.8538,1352
2673.6223,1354
2676.3882,1460
2679.1545,1605
2681.9185,1716
2684.6831,1832
2687.4453,1936
2690.2063,2016
2692.968,2156
2695.7273,2199
2698.4873,2174
2701.2446,2146
2704.001,2177
2706.7581,2102
2709.5125,2127
2712.2661,1950
2715.0186,1850
2717.772,1844
2720.5227,1687
2723.2725,1569
2726.0229,1461
2728.7708,1388
2731.5178,1305
2734.2637,1218
2737.0088,1127
2739.7546,1029
2742.4978,988
2745.24,866
2747.9814,819
2750.7219,762
2753.4612,691
2756.2,641
2758.939,602
2761.6758,565
2764.4114,525
2767.1462,455
2769.8801,439
2772.613,406
2775.345,386
2778.0762,390
2780.8062,375
2783.5354,332
2786.2637,343
2788.991,340
2791.7175,324
2794.4429,314
2797.1675,290
2799.8911,288
2802.6138,288
2805.334,284
2808.0549,282
2810.7749,269
2813.4939,282
2816.2119,282
2818.9292,282
2821.6453,264
2824.3591,238
2827.0735,273
2829.7869,234
2832.4995,255
2835.2112,261
2837.9202,267
2840.6299,266
2843.3389,256
2846.0469,257
2848.7522,257
2851.4583,246
2854.1636,223
2856.8662,229
2859.5696,232
2862.272,240
2864.9719,267
2867.6726,281
2870.3706,215
2873.0696,250
2875.7673,229
2878.4626,244
2881.1587,231
2883.8523,229
2886.5466,235
2889.2383,241
2891.9307,219
2894.6206,210
2897.311,243
2899.9993,211
2902.688,212
2905.3743,220
2908.061,217
2910.7456,214
2913.4307,221
2916.1133,239
2918.7952,218
2921.4775,233
2924.1575,225
2926.8379,216
2929.5161,235
2932.1934,208
2934.8696,218
2937.5466,234
2940.2212,247
2942.8948,234
2945.5691,224
2948.2407,247
2950.9116,255
2953.5818,234
2956.2524,236
2958.9207,217
2961.5879,202
2964.2544,228
2966.9197,226
2969.5859,208
2972.2498,216
2974.9124,215
2977.5745,197
2980.2354,196
2982.8955,239
2985.5547,228
2988.2131,221
2990.8706,205
2993.5271,220
2996.1829,214
2998.8376,211
3001.4915,199
3004.1445,226
3006.7966,233
3009.4478,213
3012.0981,191
3014.7476,219
3017.396,214
3020.0437,219
3022.6904,219
3025.3364,197
3027.9812,205
3030.6255,211
3033.2686,210
3035.9094,203
3038.5508,230
3041.1914,210
3043.8311,204
3046.47,205
3049.1062,205
3051.7432,193
3054.3794,216
3057.0146,189
3059.6475,222
3062.281,206
3064.9136,243
3067.5454,221
3070.1746,191
3072.8047,184
3075.4336,214
3078.0603,200
3080.6877,210
3083.3127,205
3085.9382,170
3088.563,212
3091.1853,207
3093.8081,236
3096.4287,199
3099.05,190
3101.6687,212
3104.2881,194
3106.9067,218
3109.5229,223
3112.1382,189
3114.7542,208
3117.3679,200
3119.9819,220
3122.5938,190
3125.2063,189
3127.8164,222
3130.427,211
3133.0354,217
3135.6431,191
3138.251,198
3140.8567,206
3143.4617,218
3146.0671,209
3148.6704,187
3151.2727,208
3153.874,198
3156.4761,210
3159.0757,192
3161.6746,200
3164.2725,222
3166.8711,208
3169.4673,225
3172.0627,207
3174.6572,222
3177.251,229
3179.8452,189
3182.437,243
3185.0281,211
3187.6184,222
3190.2078,198
3192.7961,192
3195.3838,196
3197.9705,203
3200.5564,210
3203.1416,222
3205.7258,214
3208.3091,216
3210.8916,214
3213.4731,229
3216.054,245
3218.6338,246
3221.2129,261
3223.791,264
3226.3684,265
3228.9451,288
3231.5205,329
3234.0955,331
3236.6694,333
3239.241,368
3241.8132,367
3244.3845,359
3246.9551,366
3249.5249,342
3252.0938,321
3254.6602,288
3257.2273,293
3259.7937,279
3262.3591,270
3264.9224,260
3267.4861,249
3270.0488,232
3272.6096,215
3275.1707,223
3277.7312,220
3280.2891,223
3282.8479,190
3285.4058,199
3287.9612,212
3290.5173,194
3293.0713,169
3295.6257,180
3298.1794,191
3300.7307,193
3303.2827,189
3305.8323,192
3308.3826,197
3310.9304,194
3313.479,215
3316.0254,168
3318.5723,180
3321.1169,193
3323.6606,187
3326.2051,178
3328.7471,201
3331.2898,192
3333.8303,189
3336.3699,184
3338.9102,172
3341.448,181
3343.9851,180
3346.5229,168
3349.0583,192
3351.593,179
3354.1282,188
3356.6611,192
3359.1931,185
3361.7244,170
3364.2549,182
3366.7859,164
3369.3147,185
3371.8428,171
3374.3699,197
3376.8962,170
3379.4216,182
3381.9478,199
3384.4714,181
3386.9946,199
3389.5166,192
3392.0381,192
3394.5586,169
3397.0781,182
3399.5972,194
3402.1152,189
3404.6323,176
3407.1487,181
3409.6643,202
3412.179,180
3414.6931,199
3417.2061,170
3419.7185,195
3422.2297,169
3424.7405,206
3427.2502,183
3429.7578,198
3432.2661,207
3434.7734,199
3437.28,178
3439.7856,173
3442.2905,188
3444.7932,177
3447.2966,173
3449.7991,190
3452.3008,205
3454.8,169
3457.3,173
3459.7993,170
3462.2961,175
3464.7937,176
3467.2905,191
3469.7866,175
3472.2803,183
3474.7747,193
3477.2666,180
3479.7593,175
3482.2512,171
3484.741,180
3487.2312,163
3489.7192,193
3492.2078,170
3494.6941,154
3497.1812,158
3499.666,181
3502.1514,183
3504.6345,168
3507.1184,170
3509.6001,156
3512.0823,169
3514.5623,152
3517.0413,178
3519.521,179
3521.9985,159
3524.4768,160
3526.9526,170
3529.4277,176
3531.9036,174
3534.3772,186
3536.8499,170
3539.3218,186
3541.7944,173
3544.2646,192
3546.7341,170
3549.2029,196
3551.6721,160
3554.1394,177
3556.6057,178
3559.0713,184
3561.5359,166
3563.9998,180
3566.4644,182
3568.9268,195
3571.3884,171
3573.8491,171
3576.3091,186
3578.7681,196
3581.2266,160
3583.6841,173
3586.1409,177
3588.5969,189
3591.052,187
3593.5063,181
3595.96,179
3598.4128,183
3600.865,186
3603.3162,208
3605.7666,147
3608.2161,173
3610.665,178
3613.1118,186
3615.5591,183
3618.0054,193
3620.4512,169
3622.896,163
3625.3401,180
3627.7822,165
3630.2246,184
3632.6665,195
3635.1074,156
3637.5461,170
3639.9856,173
3642.4243,168
3644.8606,170
3647.2979,180
3649.7341,159
3652.1682,176
3654.6028,155
3657.0366,188
3659.4685,174
3661.9009,170
